,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
4624,114990,Female,disloyal Customer,24,Business travel,Eco,296,4,0,4,3,2,4,2,2,4,2,4,3,5,2,0,0.0,satisfied
4625,94076,Male,Loyal Customer,23,Business travel,Business,562,3,4,4,4,3,3,3,3,3,2,3,1,4,3,0,0.0,neutral or dissatisfied
4626,95585,Female,disloyal Customer,25,Business travel,Eco,822,2,3,3,4,5,3,5,5,2,2,4,1,3,5,0,0.0,neutral or dissatisfied
4627,123025,Male,disloyal Customer,37,Business travel,Business,650,1,1,1,5,4,1,4,4,4,5,4,4,4,4,2,3.0,neutral or dissatisfied
4628,38034,Male,Loyal Customer,49,Business travel,Business,3213,4,4,4,4,5,5,2,4,4,5,4,2,4,1,81,58.0,satisfied
4629,108200,Male,Loyal Customer,7,Personal Travel,Eco Plus,990,3,5,3,4,5,3,5,5,3,4,4,5,4,5,11,0.0,neutral or dissatisfied
4630,68493,Male,Loyal Customer,14,Personal Travel,Eco,1303,2,1,2,3,3,2,3,3,4,3,2,2,3,3,1,0.0,neutral or dissatisfied
4631,34002,Male,Loyal Customer,12,Business travel,Business,1576,4,1,1,1,4,4,4,4,1,4,3,4,4,4,0,20.0,neutral or dissatisfied
4632,115926,Female,Loyal Customer,37,Business travel,Business,3095,4,2,2,2,2,3,4,4,4,4,4,1,4,2,53,55.0,neutral or dissatisfied
4633,97405,Male,Loyal Customer,59,Business travel,Business,570,2,2,2,2,3,5,4,2,2,2,2,4,2,3,29,17.0,satisfied
4634,34329,Male,Loyal Customer,16,Business travel,Business,846,5,5,5,5,5,5,5,5,4,1,4,2,2,5,0,6.0,satisfied
4635,123957,Female,Loyal Customer,40,Personal Travel,Eco Plus,544,1,3,5,3,2,5,2,2,3,4,3,4,4,2,0,0.0,neutral or dissatisfied
4636,43267,Male,Loyal Customer,40,Business travel,Business,1769,4,4,4,4,1,5,1,4,4,4,4,4,4,3,0,0.0,satisfied
4637,11984,Male,disloyal Customer,16,Business travel,Eco,643,2,1,2,3,4,2,4,4,1,5,4,4,4,4,20,10.0,neutral or dissatisfied
4638,92003,Female,Loyal Customer,54,Business travel,Business,1535,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
4639,95206,Female,Loyal Customer,18,Personal Travel,Eco,239,1,3,1,3,3,1,2,3,3,1,5,3,3,3,30,19.0,neutral or dissatisfied
4640,78535,Female,Loyal Customer,9,Personal Travel,Eco,666,5,1,5,3,2,5,2,2,1,2,3,4,3,2,1,5.0,satisfied
4641,4673,Male,disloyal Customer,20,Business travel,Business,364,2,4,2,4,4,2,3,4,3,3,4,4,3,4,31,22.0,neutral or dissatisfied
4642,15480,Male,Loyal Customer,29,Personal Travel,Eco,377,0,4,0,2,4,0,4,4,4,2,5,4,5,4,0,0.0,satisfied
4643,120495,Male,Loyal Customer,42,Business travel,Business,3976,3,3,3,3,3,4,4,3,3,3,3,5,3,4,15,4.0,satisfied
4644,32948,Male,Loyal Customer,8,Personal Travel,Eco,101,3,5,3,2,5,3,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied
4645,69585,Male,Loyal Customer,23,Personal Travel,Eco,2475,1,0,2,3,2,2,2,4,1,3,5,2,4,2,0,0.0,neutral or dissatisfied
4646,115051,Female,disloyal Customer,58,Business travel,Business,404,2,2,2,1,1,2,2,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
4647,107309,Female,Loyal Customer,52,Personal Travel,Eco,283,3,5,3,4,5,5,5,1,1,3,1,4,1,3,0,0.0,neutral or dissatisfied
4648,70106,Female,disloyal Customer,22,Business travel,Business,550,5,0,5,3,3,5,3,3,3,3,4,3,4,3,0,2.0,satisfied
4649,94799,Male,Loyal Customer,63,Business travel,Eco,239,2,4,4,4,2,2,2,2,4,5,3,4,2,2,5,2.0,neutral or dissatisfied
4650,78648,Female,Loyal Customer,51,Business travel,Business,2967,5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0.0,satisfied
4651,85276,Male,Loyal Customer,70,Personal Travel,Eco,689,2,4,2,5,1,2,1,1,5,3,4,3,4,1,0,0.0,neutral or dissatisfied
4652,105004,Female,Loyal Customer,56,Personal Travel,Business,255,2,3,2,2,1,4,4,3,3,2,3,4,3,3,16,13.0,neutral or dissatisfied
4653,37356,Female,Loyal Customer,28,Business travel,Eco,1035,5,2,2,2,5,5,5,5,5,2,4,2,1,5,49,59.0,satisfied
4654,100901,Female,disloyal Customer,21,Business travel,Eco,377,4,0,3,3,5,3,5,5,5,5,4,5,1,5,34,29.0,neutral or dissatisfied
4655,126163,Male,Loyal Customer,56,Business travel,Business,3128,4,4,3,4,3,5,4,5,5,4,5,4,5,3,0,2.0,satisfied
4656,85576,Female,Loyal Customer,47,Business travel,Eco,259,3,1,1,1,4,4,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
4657,78681,Male,Loyal Customer,43,Business travel,Business,3385,1,1,1,1,4,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
4658,5815,Male,Loyal Customer,44,Personal Travel,Eco,157,2,5,2,2,1,2,1,1,5,5,5,5,4,1,0,0.0,neutral or dissatisfied
4659,5084,Female,disloyal Customer,25,Business travel,Eco,137,1,1,1,4,5,1,5,5,4,2,4,2,4,5,0,0.0,neutral or dissatisfied
4660,1859,Female,Loyal Customer,44,Business travel,Business,2961,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,6.0,satisfied
4661,24079,Male,disloyal Customer,46,Personal Travel,Eco,866,2,4,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,neutral or dissatisfied
4662,30702,Female,Loyal Customer,25,Personal Travel,Eco,680,1,5,1,2,1,1,2,1,3,3,4,5,5,1,14,8.0,neutral or dissatisfied
4663,97706,Female,Loyal Customer,55,Personal Travel,Eco,456,4,5,4,2,4,4,4,3,3,4,3,5,3,3,8,0.0,neutral or dissatisfied
4664,16633,Male,Loyal Customer,25,Business travel,Eco,488,5,3,3,3,5,5,4,5,2,3,1,4,5,5,19,8.0,satisfied
4665,6114,Male,Loyal Customer,40,Business travel,Business,2505,3,3,3,3,5,4,5,3,3,4,3,5,3,3,29,31.0,satisfied
4666,45896,Male,disloyal Customer,40,Business travel,Eco,563,4,5,5,4,1,5,1,1,1,3,3,3,3,1,55,69.0,satisfied
4667,30005,Female,Loyal Customer,66,Business travel,Business,3969,3,4,4,4,1,3,3,0,0,1,3,3,0,2,0,0.0,neutral or dissatisfied
4668,52839,Male,Loyal Customer,32,Business travel,Business,1721,5,5,5,5,5,5,5,5,1,3,5,3,4,5,0,0.0,satisfied
4669,51634,Female,disloyal Customer,32,Business travel,Eco,370,3,4,3,3,4,3,4,4,3,4,2,5,3,4,2,0.0,neutral or dissatisfied
4670,36470,Male,Loyal Customer,51,Business travel,Business,901,2,2,2,2,5,4,5,5,5,5,5,2,5,3,26,20.0,satisfied
4671,79815,Male,Loyal Customer,43,Business travel,Business,1076,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
4672,10352,Female,Loyal Customer,51,Business travel,Business,316,0,0,0,5,2,4,4,3,3,3,3,4,3,5,89,83.0,satisfied
4673,34009,Male,disloyal Customer,35,Business travel,Eco,866,3,3,3,3,4,3,4,4,4,1,2,4,2,4,0,0.0,neutral or dissatisfied
4674,56920,Male,Loyal Customer,29,Business travel,Business,2565,3,5,5,5,3,3,3,4,2,3,3,3,1,3,13,0.0,neutral or dissatisfied
4675,12630,Male,disloyal Customer,24,Business travel,Eco,844,0,0,0,1,1,0,1,1,3,4,2,5,2,1,0,0.0,satisfied
4676,55352,Female,Loyal Customer,22,Business travel,Business,678,5,5,5,5,4,4,4,4,5,2,5,5,5,4,0,0.0,satisfied
4677,93712,Female,Loyal Customer,23,Personal Travel,Eco,689,3,5,3,2,1,3,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
4678,116946,Male,Loyal Customer,48,Business travel,Business,1618,1,1,1,1,4,5,5,4,4,4,4,5,4,5,14,9.0,satisfied
4679,106724,Female,Loyal Customer,39,Business travel,Business,3654,1,1,1,1,5,4,5,4,4,4,4,4,4,4,23,21.0,satisfied
4680,30165,Male,Loyal Customer,18,Personal Travel,Eco,82,4,1,4,4,4,4,4,4,1,4,3,4,4,4,0,0.0,neutral or dissatisfied
4681,80328,Male,Loyal Customer,10,Personal Travel,Eco,746,2,5,2,4,2,4,4,5,5,4,4,4,3,4,199,185.0,neutral or dissatisfied
4682,50169,Male,Loyal Customer,39,Business travel,Business,2024,4,4,4,4,5,3,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
4683,79648,Male,Loyal Customer,67,Business travel,Eco,360,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
4684,64420,Female,Loyal Customer,42,Personal Travel,Business,989,2,4,2,4,5,4,4,3,3,2,3,4,3,4,0,0.0,neutral or dissatisfied
4685,90821,Female,disloyal Customer,22,Business travel,Eco,581,4,0,4,3,2,4,2,2,4,5,5,3,4,2,0,0.0,satisfied
4686,81139,Female,Loyal Customer,47,Business travel,Business,1631,5,5,5,5,3,4,5,4,4,5,4,3,4,4,0,0.0,satisfied
4687,72257,Female,Loyal Customer,41,Business travel,Business,3149,2,3,3,3,3,2,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
4688,129519,Female,disloyal Customer,26,Business travel,Business,2583,1,3,1,4,3,1,2,3,1,1,2,1,4,3,0,1.0,neutral or dissatisfied
4689,82003,Male,Loyal Customer,53,Business travel,Business,1589,4,4,4,4,1,1,2,4,4,4,4,2,4,1,10,0.0,neutral or dissatisfied
4690,44471,Female,Loyal Customer,51,Personal Travel,Eco,196,1,5,1,3,2,5,5,4,4,1,4,5,4,4,0,0.0,neutral or dissatisfied
4691,119562,Female,Loyal Customer,49,Personal Travel,Eco,759,1,4,1,1,2,4,4,1,1,1,5,5,1,5,0,0.0,neutral or dissatisfied
4692,25543,Male,Loyal Customer,28,Personal Travel,Eco,547,3,4,3,4,5,3,2,5,2,5,4,1,3,5,3,3.0,neutral or dissatisfied
4693,23019,Female,Loyal Customer,28,Business travel,Eco Plus,528,0,0,0,1,2,0,2,2,2,2,5,1,1,2,0,0.0,satisfied
4694,9882,Male,Loyal Customer,27,Business travel,Business,2402,4,4,3,4,5,4,5,5,5,4,5,3,5,5,0,0.0,satisfied
4695,22072,Female,Loyal Customer,39,Personal Travel,Eco,304,5,5,5,1,2,5,2,2,4,3,4,4,5,2,0,0.0,satisfied
4696,116977,Male,disloyal Customer,24,Business travel,Business,338,0,5,0,5,3,0,3,3,5,3,5,4,4,3,22,46.0,satisfied
4697,29612,Female,Loyal Customer,41,Business travel,Eco,1448,3,2,2,2,3,3,3,3,2,3,4,1,3,3,0,0.0,neutral or dissatisfied
4698,121878,Female,Loyal Customer,35,Business travel,Business,366,2,2,2,2,3,3,3,5,5,5,5,1,5,1,0,0.0,satisfied
4699,52376,Male,Loyal Customer,47,Personal Travel,Eco,651,2,5,3,1,5,3,5,5,5,4,1,4,3,5,0,0.0,neutral or dissatisfied
4700,22772,Female,Loyal Customer,33,Business travel,Eco,134,4,1,4,1,4,4,4,4,1,5,2,2,4,4,0,14.0,satisfied
4701,72431,Female,disloyal Customer,27,Business travel,Business,1121,2,1,1,1,3,1,3,3,5,5,5,4,4,3,1,0.0,neutral or dissatisfied
4702,19832,Female,Loyal Customer,31,Personal Travel,Eco,594,2,3,2,3,1,2,1,1,1,4,3,5,4,1,72,54.0,neutral or dissatisfied
4703,35009,Male,Loyal Customer,24,Business travel,Eco Plus,1182,4,1,5,1,4,4,5,4,5,1,5,4,3,4,0,0.0,satisfied
4704,94910,Male,Loyal Customer,61,Business travel,Business,277,1,1,1,1,2,5,1,5,5,5,5,3,5,5,0,1.0,satisfied
4705,75842,Female,Loyal Customer,59,Business travel,Business,1440,1,1,4,1,4,5,5,4,4,4,4,4,4,4,51,29.0,satisfied
4706,119542,Female,Loyal Customer,44,Personal Travel,Eco,899,2,5,2,4,2,5,5,4,4,2,4,3,4,3,1,11.0,neutral or dissatisfied
4707,99642,Female,Loyal Customer,29,Business travel,Business,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10.0,satisfied
4708,92143,Male,Loyal Customer,52,Business travel,Eco Plus,1532,2,3,4,3,2,2,2,2,3,4,3,1,4,2,0,0.0,neutral or dissatisfied
4709,10416,Male,Loyal Customer,37,Business travel,Business,3540,2,2,2,2,3,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
4710,20269,Female,Loyal Customer,41,Business travel,Business,3820,1,1,1,1,1,3,3,5,5,5,3,5,5,3,108,109.0,satisfied
4711,18091,Male,Loyal Customer,44,Business travel,Eco Plus,488,2,3,3,3,2,2,2,2,4,4,1,2,4,2,0,0.0,satisfied
4712,57468,Female,Loyal Customer,73,Business travel,Eco Plus,334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
4713,19280,Male,Loyal Customer,11,Personal Travel,Eco,430,2,5,2,1,5,2,5,5,4,3,4,5,5,5,0,0.0,neutral or dissatisfied
4714,49364,Male,Loyal Customer,51,Business travel,Business,1592,0,5,0,2,3,3,3,2,2,2,2,3,2,1,0,0.0,satisfied
4715,29468,Female,disloyal Customer,22,Business travel,Business,1216,5,0,5,3,3,5,5,3,4,5,5,5,5,3,0,0.0,satisfied
4716,85480,Female,Loyal Customer,51,Personal Travel,Eco,227,5,5,5,2,4,4,5,4,4,5,4,4,4,5,37,18.0,satisfied
4717,114721,Female,Loyal Customer,50,Business travel,Business,2133,1,1,3,1,2,5,5,5,5,5,5,5,5,5,1,0.0,satisfied
4718,106021,Female,Loyal Customer,46,Business travel,Business,682,4,4,4,4,4,4,5,5,5,5,5,3,5,5,3,2.0,satisfied
4719,71835,Male,Loyal Customer,25,Business travel,Business,1744,3,1,3,3,3,3,3,3,1,2,4,2,3,3,39,26.0,neutral or dissatisfied
4720,29135,Female,Loyal Customer,59,Personal Travel,Eco,987,1,4,1,1,5,4,5,3,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
4721,28480,Female,Loyal Customer,29,Business travel,Eco Plus,1721,3,5,5,5,3,3,3,3,3,5,4,4,3,3,24,15.0,neutral or dissatisfied
4722,111393,Female,Loyal Customer,33,Personal Travel,Eco,1180,3,5,4,3,5,4,5,5,3,5,4,3,4,5,6,0.0,neutral or dissatisfied
4723,123764,Female,Loyal Customer,30,Business travel,Business,546,2,2,2,2,4,5,4,4,5,2,4,4,4,4,0,0.0,satisfied
4724,55497,Male,Loyal Customer,43,Business travel,Eco,239,4,3,3,3,4,4,4,4,1,3,4,3,4,4,0,0.0,neutral or dissatisfied
4725,52760,Male,Loyal Customer,32,Business travel,Business,1874,3,3,3,3,4,4,4,4,1,3,4,4,3,4,0,4.0,satisfied
4726,8846,Male,Loyal Customer,30,Business travel,Business,1371,5,5,5,5,5,5,5,5,3,2,4,3,4,5,47,54.0,satisfied
4727,78943,Female,Loyal Customer,13,Business travel,Business,500,2,2,2,2,5,4,5,5,4,3,5,4,4,5,0,0.0,satisfied
4728,46274,Female,Loyal Customer,36,Personal Travel,Eco,594,3,1,3,4,1,3,1,1,1,5,3,1,3,1,86,106.0,neutral or dissatisfied
4729,59378,Female,disloyal Customer,72,Business travel,Eco,899,2,2,2,3,3,2,5,3,2,4,3,1,3,3,45,4.0,neutral or dissatisfied
4730,99354,Female,Loyal Customer,59,Personal Travel,Eco,1771,3,4,3,3,2,4,3,4,4,3,4,4,4,1,9,0.0,neutral or dissatisfied
4731,125750,Female,Loyal Customer,28,Personal Travel,Business,993,4,4,4,3,2,4,2,2,2,1,3,2,3,2,0,0.0,neutral or dissatisfied
4732,50148,Male,disloyal Customer,26,Business travel,Eco,190,2,1,1,3,4,1,4,4,2,2,4,3,4,4,32,45.0,neutral or dissatisfied
4733,109803,Male,Loyal Customer,52,Business travel,Business,1073,2,2,2,2,5,4,5,2,2,2,2,4,2,5,13,18.0,satisfied
4734,43081,Female,Loyal Customer,44,Personal Travel,Eco,259,5,1,5,3,3,3,4,5,5,5,5,2,5,3,0,0.0,satisfied
4735,78969,Male,Loyal Customer,27,Business travel,Business,356,1,1,1,1,5,5,5,5,5,5,4,5,5,5,1,38.0,satisfied
4736,13329,Female,disloyal Customer,39,Business travel,Business,748,4,3,3,4,2,3,2,2,3,2,4,1,3,2,0,0.0,neutral or dissatisfied
4737,64925,Female,Loyal Customer,42,Business travel,Business,3236,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
4738,88520,Female,Loyal Customer,39,Personal Travel,Eco,240,3,4,3,3,5,3,3,5,3,5,4,5,4,5,0,0.0,neutral or dissatisfied
4739,101158,Female,Loyal Customer,59,Business travel,Eco,1235,3,5,5,5,5,2,1,3,3,3,3,2,3,2,20,11.0,neutral or dissatisfied
4740,75632,Male,Loyal Customer,69,Personal Travel,Eco Plus,337,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0,8.0,neutral or dissatisfied
4741,2877,Male,Loyal Customer,70,Personal Travel,Eco,475,3,3,5,2,5,1,1,4,3,5,4,1,2,1,166,172.0,neutral or dissatisfied
4742,53632,Male,Loyal Customer,21,Personal Travel,Eco,1874,2,1,2,1,3,2,3,3,2,2,2,1,1,3,35,14.0,neutral or dissatisfied
4743,83704,Female,Loyal Customer,52,Personal Travel,Eco,577,3,1,2,2,5,1,1,5,5,2,4,3,5,2,13,1.0,neutral or dissatisfied
4744,60387,Male,Loyal Customer,56,Business travel,Business,1452,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
4745,111762,Male,Loyal Customer,50,Personal Travel,Eco,1436,3,4,3,3,4,3,4,4,4,5,4,2,4,4,0,1.0,neutral or dissatisfied
4746,6598,Female,Loyal Customer,34,Personal Travel,Eco,473,3,1,3,3,3,3,3,3,1,2,3,4,3,3,17,8.0,neutral or dissatisfied
4747,84621,Female,disloyal Customer,79,Business travel,Eco,269,2,2,2,4,5,2,3,5,2,3,3,1,4,5,0,0.0,neutral or dissatisfied
4748,5687,Female,Loyal Customer,41,Business travel,Eco,196,3,1,1,1,3,3,3,3,3,5,3,3,4,3,6,11.0,neutral or dissatisfied
4749,62706,Female,disloyal Customer,27,Business travel,Eco,2399,3,3,3,4,3,3,3,2,2,4,3,3,4,3,50,71.0,neutral or dissatisfied
4750,115546,Male,Loyal Customer,64,Business travel,Business,2665,2,3,3,3,5,3,4,2,2,2,2,1,2,1,15,11.0,neutral or dissatisfied
4751,111342,Female,Loyal Customer,12,Personal Travel,Eco Plus,283,1,5,1,2,3,1,3,3,5,2,4,3,5,3,79,71.0,neutral or dissatisfied
4752,52796,Female,Loyal Customer,52,Personal Travel,Eco,1874,4,3,4,4,2,1,3,4,4,4,4,3,4,4,1,0.0,neutral or dissatisfied
4753,121261,Female,Loyal Customer,10,Personal Travel,Eco,2075,2,3,1,3,5,1,5,5,4,4,3,5,3,5,18,1.0,neutral or dissatisfied
4754,129508,Female,Loyal Customer,30,Business travel,Business,1744,1,4,4,4,1,1,1,1,3,3,2,3,2,1,0,0.0,neutral or dissatisfied
4755,5623,Female,Loyal Customer,70,Personal Travel,Eco,624,2,5,2,5,2,1,3,2,2,2,4,3,2,2,0,0.0,neutral or dissatisfied
4756,33667,Male,Loyal Customer,15,Personal Travel,Eco Plus,474,1,3,1,3,4,1,4,4,4,5,3,2,3,4,34,50.0,neutral or dissatisfied
4757,87972,Male,Loyal Customer,28,Business travel,Business,1749,3,4,3,3,4,4,4,4,4,2,5,3,5,4,15,8.0,satisfied
4758,94851,Female,Loyal Customer,53,Business travel,Business,2249,0,5,0,5,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
4759,69315,Male,disloyal Customer,26,Business travel,Business,944,3,3,3,2,5,3,5,5,3,2,4,3,5,5,0,6.0,neutral or dissatisfied
4760,53532,Female,Loyal Customer,49,Business travel,Eco Plus,2419,4,4,4,4,5,3,1,4,4,4,4,5,4,3,0,0.0,satisfied
4761,364,Female,disloyal Customer,33,Business travel,Business,113,3,3,3,5,5,3,5,5,4,5,5,3,4,5,0,0.0,neutral or dissatisfied
4762,47112,Male,Loyal Customer,40,Business travel,Business,784,4,4,4,4,1,2,3,4,4,4,4,3,4,5,0,0.0,satisfied
4763,740,Male,Loyal Customer,32,Business travel,Business,270,2,2,2,2,4,4,4,4,5,2,5,3,5,4,0,0.0,satisfied
4764,106255,Female,disloyal Customer,23,Business travel,Business,1500,5,3,5,4,4,5,4,4,5,5,5,5,5,4,17,22.0,satisfied
4765,127560,Female,Loyal Customer,28,Business travel,Business,1670,2,2,2,2,5,5,5,5,4,5,3,5,4,5,0,0.0,satisfied
4766,126780,Female,Loyal Customer,50,Business travel,Business,2125,3,2,2,2,2,3,4,3,3,3,3,1,3,4,16,12.0,neutral or dissatisfied
4767,12305,Female,Loyal Customer,31,Business travel,Business,3033,0,3,0,5,3,3,3,3,4,3,3,3,2,3,19,16.0,satisfied
4768,24837,Female,Loyal Customer,60,Personal Travel,Eco,861,2,5,2,2,5,4,5,5,5,2,5,4,5,3,101,99.0,neutral or dissatisfied
4769,69237,Male,Loyal Customer,25,Business travel,Business,3547,2,3,1,3,2,2,2,2,1,2,2,3,2,2,0,0.0,neutral or dissatisfied
4770,40030,Male,Loyal Customer,30,Personal Travel,Eco,618,1,5,1,3,4,1,4,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied
4771,99624,Male,disloyal Customer,24,Business travel,Eco,1154,4,4,4,4,3,4,3,3,3,5,3,1,3,3,0,0.0,neutral or dissatisfied
4772,31528,Male,Loyal Customer,63,Personal Travel,Eco,967,1,5,1,3,2,1,1,2,3,3,4,3,5,2,9,0.0,neutral or dissatisfied
4773,10972,Female,disloyal Customer,44,Business travel,Eco,458,4,0,5,2,3,5,3,3,4,2,3,2,4,3,75,79.0,neutral or dissatisfied
4774,52524,Female,Loyal Customer,26,Business travel,Business,110,2,2,2,2,5,5,3,5,2,4,4,4,1,5,0,0.0,satisfied
4775,2458,Female,disloyal Customer,30,Business travel,Business,773,3,3,3,1,3,3,1,3,4,2,4,4,4,3,0,29.0,neutral or dissatisfied
4776,45422,Male,Loyal Customer,15,Business travel,Business,649,3,4,5,4,3,3,3,3,1,2,4,2,4,3,92,118.0,neutral or dissatisfied
4777,56763,Female,disloyal Customer,39,Business travel,Business,997,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,0.0,neutral or dissatisfied
4778,2136,Female,Loyal Customer,38,Personal Travel,Eco,404,1,4,1,2,4,1,4,4,3,5,5,4,5,4,0,0.0,neutral or dissatisfied
4779,60777,Male,Loyal Customer,20,Personal Travel,Eco,628,3,5,3,1,3,4,4,4,3,3,3,4,1,4,157,185.0,neutral or dissatisfied
4780,114594,Male,Loyal Customer,40,Business travel,Business,447,1,5,1,1,2,5,4,4,4,4,4,3,4,5,1,0.0,satisfied
4781,113809,Female,Loyal Customer,57,Business travel,Eco Plus,397,3,5,5,5,1,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
4782,83541,Female,Loyal Customer,37,Business travel,Business,1121,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,1.0,satisfied
4783,16281,Female,Loyal Customer,62,Personal Travel,Eco,946,3,3,3,4,5,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
4784,82398,Female,Loyal Customer,13,Business travel,Business,1578,3,5,5,5,3,3,3,3,4,3,3,4,3,3,27,114.0,neutral or dissatisfied
4785,77810,Male,Loyal Customer,10,Personal Travel,Eco,696,1,5,1,3,5,1,4,5,5,2,5,4,4,5,0,0.0,neutral or dissatisfied
4786,53152,Male,Loyal Customer,61,Business travel,Eco,955,4,3,3,3,4,4,4,4,3,3,2,5,4,4,0,0.0,satisfied
4787,79630,Female,Loyal Customer,66,Business travel,Business,3994,3,5,5,5,5,3,4,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
4788,107435,Female,Loyal Customer,69,Personal Travel,Eco,717,2,4,2,5,3,4,5,4,4,2,4,4,4,3,0,0.0,neutral or dissatisfied
4789,37641,Male,Loyal Customer,20,Personal Travel,Eco,1028,2,4,2,3,4,2,4,4,4,3,4,3,5,4,0,0.0,neutral or dissatisfied
4790,47335,Male,disloyal Customer,26,Business travel,Eco,501,2,4,2,1,2,2,3,2,5,5,1,3,3,2,12,1.0,neutral or dissatisfied
4791,102706,Female,disloyal Customer,21,Business travel,Business,255,3,4,4,4,3,4,1,3,4,3,4,4,4,3,14,6.0,neutral or dissatisfied
4792,95588,Male,disloyal Customer,15,Business travel,Eco,756,2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1.0,neutral or dissatisfied
4793,23747,Male,Loyal Customer,30,Business travel,Business,3658,1,1,5,1,4,4,4,4,4,1,4,1,5,4,57,39.0,satisfied
4794,121062,Male,Loyal Customer,19,Personal Travel,Eco,861,1,5,1,3,4,1,4,4,3,2,4,4,4,4,14,1.0,neutral or dissatisfied
4795,22788,Female,disloyal Customer,59,Business travel,Eco,170,2,0,2,3,5,2,5,5,1,3,4,3,3,5,63,84.0,neutral or dissatisfied
4796,30268,Female,disloyal Customer,24,Business travel,Eco,1024,2,2,2,4,5,2,5,5,1,3,4,4,3,5,0,11.0,neutral or dissatisfied
4797,47465,Male,Loyal Customer,24,Personal Travel,Eco,599,5,0,5,1,5,5,5,5,2,4,3,2,2,5,12,0.0,satisfied
4798,3586,Female,Loyal Customer,50,Business travel,Business,1534,2,2,2,2,2,5,4,4,4,5,4,3,4,5,0,0.0,satisfied
4799,83755,Female,Loyal Customer,60,Personal Travel,Eco,1183,3,5,2,2,5,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
4800,34246,Male,disloyal Customer,41,Business travel,Business,1666,2,2,2,2,3,2,3,3,1,3,3,3,3,3,18,50.0,neutral or dissatisfied
4801,82115,Male,Loyal Customer,67,Personal Travel,Eco,1276,2,4,2,1,1,2,1,1,5,5,4,5,5,1,24,11.0,neutral or dissatisfied
4802,126422,Female,disloyal Customer,52,Business travel,Eco Plus,590,2,1,1,4,3,2,1,3,3,2,3,3,3,3,49,68.0,neutral or dissatisfied
4803,109412,Female,Loyal Customer,54,Business travel,Business,2284,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
4804,34838,Female,Loyal Customer,10,Personal Travel,Eco Plus,264,4,4,0,4,1,0,2,1,2,1,4,3,4,1,0,0.0,satisfied
4805,127065,Male,Loyal Customer,57,Business travel,Business,3496,2,2,2,2,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
4806,21677,Male,Loyal Customer,38,Business travel,Business,746,1,1,1,1,1,2,3,5,5,5,5,1,5,5,22,1.0,satisfied
4807,49899,Male,disloyal Customer,50,Business travel,Eco,109,2,0,2,3,5,2,1,5,5,5,2,1,1,5,0,1.0,neutral or dissatisfied
4808,35200,Male,disloyal Customer,26,Business travel,Eco,828,1,1,1,3,4,1,4,4,4,4,4,2,5,4,0,25.0,neutral or dissatisfied
4809,77449,Female,Loyal Customer,44,Business travel,Business,1634,1,1,1,1,2,4,4,3,3,3,3,4,3,3,0,0.0,satisfied
4810,14459,Male,Loyal Customer,51,Business travel,Eco,361,5,4,4,4,5,5,5,5,5,1,1,3,1,5,13,0.0,satisfied
4811,16513,Male,Loyal Customer,64,Business travel,Eco Plus,143,4,4,4,4,4,4,4,4,2,4,1,2,5,4,0,0.0,satisfied
